Merge Sort,50000,0.0666558
Merge Sort,50000,0.0394821
Merge Sort,50000,0.0412707
Merge Sort,50000,0.0399492
Merge Sort,50000,0.0472723
Merge Sort,50000,0.0385854
Merge Sort,50000,0.0438862
Merge Sort,50000,0.041254
Merge Sort,50000,0.0437132
Merge Sort,50000,0.041901
Merge Sort,60000,0.0462987
Merge Sort,60000,0.0519141
Merge Sort,60000,0.0514882
Merge Sort,60000,0.0464394
Merge Sort,60000,0.0538844
Merge Sort,60000,0.0448965
Merge Sort,60000,0.0567487
Merge Sort,60000,0.0587263
Merge Sort,60000,0.0455194
Merge Sort,60000,0.0457871
Merge Sort,70000,0.0723422
Merge Sort,70000,0.0805552
Merge Sort,70000,0.071522
Merge Sort,70000,0.0664018
Merge Sort,70000,0.0762421
Merge Sort,70000,0.0617144
Merge Sort,70000,0.0703448
Merge Sort,70000,0.059191
Merge Sort,70000,0.068453
Merge Sort,70000,0.0608171
Merge Sort,80000,0.0851053
Merge Sort,80000,0.0863325
Merge Sort,80000,0.0823998
Merge Sort,80000,0.0840165
Merge Sort,80000,0.0796946
Merge Sort,80000,0.0799727
Merge Sort,80000,0.0810114
Merge Sort,80000,0.0810795
Merge Sort,80000,0.0830305
Merge Sort,80000,0.0754859
Merge Sort,90000,0.0884003
Merge Sort,90000,0.1082489
Merge Sort,90000,0.0895761
Merge Sort,90000,0.0969497
Merge Sort,90000,0.0887197
Merge Sort,90000,0.0952106
Merge Sort,90000,0.0927546
Merge Sort,90000,0.0915387
Merge Sort,90000,0.0984511
Merge Sort,90000,0.0942615
Merge Sort,100000,0.1124707
Merge Sort,100000,0.1226109
Merge Sort,100000,0.109373
Merge Sort,100000,0.1135424
Merge Sort,100000,0.1035425
Merge Sort,100000,0.1000434
Merge Sort,100000,0.1077427
Merge Sort,100000,0.0976485
Merge Sort,100000,0.1138553
Merge Sort,100000,0.0988929
Merge Sort,110000,0.1069901
Merge Sort,110000,0.1065585
Merge Sort,110000,0.1119757
Merge Sort,110000,0.121655
Merge Sort,110000,0.102759
Merge Sort,110000,0.1112054
Merge Sort,110000,0.1025816
Merge Sort,110000,0.107596
Merge Sort,110000,0.1196391
Merge Sort,110000,0.1146963
Merge Sort,120000,0.1180396
Merge Sort,120000,0.1157131
Merge Sort,120000,0.120688
Merge Sort,120000,0.1362761
Merge Sort,120000,0.122965
Merge Sort,120000,0.1113671
Merge Sort,120000,0.1148408
Merge Sort,120000,0.1020329
Merge Sort,120000,0.1415628
Merge Sort,120000,0.1291889
Merge Sort,130000,0.1148074
Merge Sort,130000,0.1180607
Merge Sort,130000,0.1342872
Merge Sort,130000,0.1191756
Merge Sort,130000,0.1198952
Merge Sort,130000,0.121402
Merge Sort,130000,0.1105113
Merge Sort,130000,0.1215349
Merge Sort,130000,0.1162204
Merge Sort,130000,0.1084095
Merge Sort,140000,0.1332012
Merge Sort,140000,0.1278083
Merge Sort,140000,0.1363194
Merge Sort,140000,0.1415289
Merge Sort,140000,0.1375543
Merge Sort,140000,0.1320099
Merge Sort,140000,0.1327328
Merge Sort,140000,0.1421539
Merge Sort,140000,0.1322208
Merge Sort,140000,0.1376128
