Radix Sort,50000,0.0578493
Radix Sort,50000,0.0285491
Radix Sort,50000,0.0326676
Radix Sort,50000,0.0286098
Radix Sort,50000,0.0287643
Radix Sort,50000,0.0291638
Radix Sort,50000,0.0290372
Radix Sort,50000,0.0294963
Radix Sort,50000,0.0287794
Radix Sort,50000,0.0285937
Radix Sort,60000,0.0363257
Radix Sort,60000,0.0344053
Radix Sort,60000,0.0347997
Radix Sort,60000,0.0359171
Radix Sort,60000,0.0354245
Radix Sort,60000,0.0371029
Radix Sort,60000,0.0386368
Radix Sort,60000,0.0365632
Radix Sort,60000,0.0384459
Radix Sort,60000,0.0393037
Radix Sort,70000,0.04415
Radix Sort,70000,0.0496844
Radix Sort,70000,0.0414697
Radix Sort,70000,0.0401277
Radix Sort,70000,0.0404334
Radix Sort,70000,0.0402897
Radix Sort,70000,0.0446809
Radix Sort,70000,0.0412989
Radix Sort,70000,0.0397222
Radix Sort,70000,0.0400738
Radix Sort,80000,0.0498273
Radix Sort,80000,0.0462771
Radix Sort,80000,0.0473987
Radix Sort,80000,0.0453664
Radix Sort,80000,0.0496391
Radix Sort,80000,0.0464971
Radix Sort,80000,0.0473879
Radix Sort,80000,0.0453009
Radix Sort,80000,0.0464126
Radix Sort,80000,0.0519877
Radix Sort,90000,0.0512971
Radix Sort,90000,0.0528054
Radix Sort,90000,0.0526586
Radix Sort,90000,0.0523027
Radix Sort,90000,0.0535692
Radix Sort,90000,0.0544126
Radix Sort,90000,0.0566367
Radix Sort,90000,0.0527708
Radix Sort,90000,0.0539859
Radix Sort,90000,0.0539578
Radix Sort,100000,0.0591958
Radix Sort,100000,0.0583116
Radix Sort,100000,0.0586148
Radix Sort,100000,0.0589062
Radix Sort,100000,0.0575208
Radix Sort,100000,0.0593048
Radix Sort,100000,0.0608642
Radix Sort,100000,0.0569458
Radix Sort,100000,0.0632717
Radix Sort,100000,0.0587501
Radix Sort,110000,0.0637145
Radix Sort,110000,0.0723808
Radix Sort,110000,0.0671802
Radix Sort,110000,0.0649143
Radix Sort,110000,0.0659043
Radix Sort,110000,0.0675972
Radix Sort,110000,0.0637163
Radix Sort,110000,0.0655987
Radix Sort,110000,0.0654631
Radix Sort,110000,0.0651198
Radix Sort,120000,0.0689828
Radix Sort,120000,0.0709896
Radix Sort,120000,0.0706399
Radix Sort,120000,0.0715743
Radix Sort,120000,0.0745155
Radix Sort,120000,0.0730035
Radix Sort,120000,0.0804085
Radix Sort,120000,0.0770852
Radix Sort,120000,0.0709316
Radix Sort,120000,0.0890012
Radix Sort,130000,0.091909
Radix Sort,130000,0.0911999
Radix Sort,130000,0.1141365
Radix Sort,130000,0.0979796
Radix Sort,130000,0.0963042
Radix Sort,130000,0.0993985
Radix Sort,130000,0.0982949
Radix Sort,130000,0.0844371
Radix Sort,130000,0.1003484
Radix Sort,130000,0.0965735
Radix Sort,140000,0.0939739
Radix Sort,140000,0.1043647
Radix Sort,140000,0.0947651
Radix Sort,140000,0.1129386
Radix Sort,140000,0.1032708
Radix Sort,140000,0.1100416
Radix Sort,140000,0.1141925
Radix Sort,140000,0.1139511
Radix Sort,140000,0.0963651
Radix Sort,140000,0.1046312
